municipality,type,year,category,source,value
Западное Дегунино,расходы,2017,Межбюджетные трансферты общего характера бюджетам бюджетной системы Российской Федерации,http://www.gks.ru,0.512
Западное Дегунино,расходы,2017,Общегосударственные вопросы,http://www.gks.ru,16.14
Западное Дегунино,расходы,2017,Расходы: итого,http://www.gks.ru,19.256
Западное Дегунино,расходы,2017,Социальная политика,http://www.gks.ru,0.45
Зюзино,расходы,2008,Другие вопросы в области национальной экономики,http://www.gks.ru,0.109
Зюзино,расходы,2008,"Культура, кинематография",http://www.gks.ru,3.2
Зюзино,расходы,2008,Национальная экономика,http://www.gks.ru,0.109
Зюзино,расходы,2008,Образование,http://www.gks.ru,5.534
Зюзино,расходы,2008,Общегосударственные вопросы,http://www.gks.ru,25.227
Зюзино,расходы,2008,Расходы: итого,http://www.gks.ru,40.129
Зюзино,расходы,2008,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,25.227
Зюзино,расходы,2008,Физическая культура и спорт,http://www.gks.ru,20.852
Зюзино,расходы,2009,Бюджетные инвестиции на увеличение стоимости основных средств,http://www.gks.ru,0.829
Зюзино,расходы,2009,"Культура, кинематография",http://www.gks.ru,4.802
Зюзино,расходы,2009,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.23
Зюзино,расходы,2009,Национальная экономика,http://www.gks.ru,0.117
Зюзино,расходы,2009,Образование,http://www.gks.ru,5.811
Зюзино,расходы,2009,Общегосударственные вопросы,http://www.gks.ru,30.255
Зюзино,расходы,2009,Расходы: итого,http://www.gks.ru,51.376
Зюзино,расходы,2009,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,18.892
Зюзино,расходы,2009,Физическая культура и спорт,http://www.gks.ru,27.488
Зюзино,расходы,2010,"Культура, кинематография",http://www.gks.ru,1.316
Зюзино,расходы,2010,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.043
Зюзино,расходы,2010,Национальная экономика,http://www.gks.ru,0.099
Зюзино,расходы,2010,Образование,http://www.gks.ru,7.799
Зюзино,расходы,2010,Общегосударственные вопросы,http://www.gks.ru,29.666
Зюзино,расходы,2010,Расходы: итого,http://www.gks.ru,53.216
Зюзино,расходы,2010,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,21.104
Зюзино,расходы,2010,Физическая культура и спорт,http://www.gks.ru,14.293
Зюзино,расходы,2011,Расходы: итого,http://www.gks.ru,55.476
Зюзино,расходы,2012,Расходы: итого,http://www.gks.ru,64.499
Зюзино,расходы,2013,"Культура, кинематография",http://www.gks.ru,0.966
Зюзино,расходы,2013,Национальная экономика,http://www.gks.ru,0.24
Зюзино,расходы,2013,Образование,http://www.gks.ru,9.256
Зюзино,расходы,2013,Общегосударственные вопросы,http://www.gks.ru,38.345
Зюзино,расходы,2013,Расходы: итого,http://www.gks.ru,66.677
Зюзино,расходы,2013,Физическая культура и спорт,http://www.gks.ru,16.904
Зюзино,расходы,2014,"Культура, кинематография",http://www.gks.ru,9.977
Зюзино,расходы,2014,Образование,http://www.gks.ru,0.257
Зюзино,расходы,2014,Общегосударственные вопросы,http://www.gks.ru,37.723
Зюзино,расходы,2014,Расходы: итого,http://www.gks.ru,64.783
Зюзино,расходы,2014,Физическая культура и спорт,http://www.gks.ru,15.721
Зюзино,расходы,2015,"Культура, кинематография",http://www.gks.ru,1.49
Зюзино,расходы,2015,Образование,http://www.gks.ru,0.695
Зюзино,расходы,2015,Общегосударственные вопросы,http://www.gks.ru,17.867
Зюзино,расходы,2015,Расходы: итого,http://www.gks.ru,23.314
Зюзино,расходы,2015,Социальная политика,http://www.gks.ru,2.982
Зюзино,расходы,2016,"Культура, кинематография",http://www.gks.ru,1.843
Зюзино,расходы,2016,Образование,http://www.gks.ru,1.164
Зюзино,расходы,2016,Общегосударственные вопросы,http://www.gks.ru,16.475
Зюзино,расходы,2016,Расходы: итого,http://www.gks.ru,22.862
Зюзино,расходы,2016,Социальная политика,http://www.gks.ru,3.18
Зюзино,расходы,2017,"Культура, кинематография",http://www.gks.ru,1.88
Зюзино,расходы,2017,Образование,http://www.gks.ru,1.48
Зюзино,расходы,2017,Общегосударственные вопросы,http://www.gks.ru,19.832
Зюзино,расходы,2017,Расходы: итого,http://www.gks.ru,26.627
Зюзино,расходы,2017,Социальная политика,http://www.gks.ru,3.296
Зябликово,расходы,2006,"Культура, кинематография",http://www.gks.ru,4.832
Зябликово,расходы,2006,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.145
Зябликово,расходы,2006,Национальная экономика,http://www.gks.ru,0.089
Зябликово,расходы,2006,Общегосударственные вопросы,http://www.gks.ru,6.587
Зябликово,расходы,2006,Расходы: итого,http://www.gks.ru,12.84
Зябликово,расходы,2006,Социальная политика,http://www.gks.ru,1.187
Зябликово,расходы,2006,Функционирование законодательных (представительных ) органов государственной власти и местного самоуправления,http://www.gks.ru,0.086
Зябликово,расходы,2006,"Функционирование Правительства Российской Федерации, высших органов исполнительной власти субъектов Российской Федерации,  местных администраций",http://www.gks.ru,6.026
Зябликово,расходы,2008,"Культура, кинематография",http://www.gks.ru,3.176
Зябликово,расходы,2008,Образование,http://www.gks.ru,3.529
Зябликово,расходы,2008,Общегосударственные вопросы,http://www.gks.ru,19.945
Зябликово,расходы,2008,Расходы: итого,http://www.gks.ru,37.435
Зябликово,расходы,2008,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,19.945
Зябликово,расходы,2008,Социальная политика,http://www.gks.ru,0.2
Зябликово,расходы,2008,Физическая культура и спорт,http://www.gks.ru,10.585
Зябликово,расходы,2009,"Культура, кинематография",http://www.gks.ru,3.341
Зябликово,расходы,2009,Межбюджетные трансферты,http://www.gks.ru,0.5
Зябликово,расходы,2009,Образование,http://www.gks.ru,7.812
Зябликово,расходы,2009,Общегосударственные вопросы,http://www.gks.ru,21.7
Зябликово,расходы,2009,Расходы: итого,http://www.gks.ru,47.523
Зябликово,расходы,2009,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,21.7
Зябликово,расходы,2009,Социальная политика,http://www.gks.ru,0.4
Зябликово,расходы,2009,Физическая культура и спорт,http://www.gks.ru,13.77
Зябликово,расходы,2010,"Культура, кинематография",http://www.gks.ru,3.409
Зябликово,расходы,2010,Межбюджетные трансферты,http://www.gks.ru,0.537
Зябликово,расходы,2010,Образование,http://www.gks.ru,9.42
Зябликово,расходы,2010,Общегосударственные вопросы,http://www.gks.ru,26.117
Зябликово,расходы,2010,Расходы: итого,http://www.gks.ru,61.856
Зябликово,расходы,2010,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,26.117
Зябликово,расходы,2010,Физическая культура и спорт,http://www.gks.ru,22.373
Зябликово,расходы,2011,Расходы: итого,http://www.gks.ru,54.892
Зябликово,расходы,2012,Расходы: итого,http://www.gks.ru,59.073
Зябликово,расходы,2013,"Культура, кинематография",http://www.gks.ru,2.058
Зябликово,расходы,2013,Национальная экономика,http://www.gks.ru,0.07
Зябликово,расходы,2013,Образование,http://www.gks.ru,7.909
Зябликово,расходы,2013,Общегосударственные вопросы,http://www.gks.ru,41.957
Зябликово,расходы,2013,Расходы: итого,http://www.gks.ru,72.631
Зябликово,расходы,2013,Социальная политика,http://www.gks.ru,0.185
Зябликово,расходы,2013,Физическая культура и спорт,http://www.gks.ru,18.587
Зябликово,расходы,2014,"Культура, кинематография",http://www.gks.ru,4.014
Зябликово,расходы,2014,Общегосударственные вопросы,http://www.gks.ru,26.928
Зябликово,расходы,2014,Расходы: итого,http://www.gks.ru,37.47
Зябликово,расходы,2014,Физическая культура и спорт,http://www.gks.ru,4.886
Зябликово,расходы,2015,"Культура, кинематография",http://www.gks.ru,3.157
Зябликово,расходы,2015,Общегосударственные вопросы,http://www.gks.ru,11.656
Зябликово,расходы,2015,Расходы: итого,http://www.gks.ru,18.8
Зябликово,расходы,2015,Социальная политика,http://www.gks.ru,0.387
Зябликово,расходы,2016,"Культура, кинематография",http://www.gks.ru,3.639
Зябликово,расходы,2016,Межбюджетные трансферты общего характера бюджетам бюджетной системы Российской Федерации,http://www.gks.ru,3.6
Зябликово,расходы,2016,Общегосударственные вопросы,http://www.gks.ru,13.296
Зябликово,расходы,2016,Расходы: итого,http://www.gks.ru,21.238
Зябликово,расходы,2016,Социальная политика,http://www.gks.ru,0.703
Зябликово,расходы,2017,"Культура, кинематография",http://www.gks.ru,3.495
Зябликово,расходы,2017,Межбюджетные трансферты общего характера бюджетам бюджетной системы Российской Федерации,http://www.gks.ru,3.6
Зябликово,расходы,2017,Общегосударственные вопросы,http://www.gks.ru,17.613
Зябликово,расходы,2017,Расходы: итого,http://www.gks.ru,25.435
Зябликово,расходы,2017,Социальная политика,http://www.gks.ru,0.727
Ивановское,расходы,2006,"Культура, кинематография",http://www.gks.ru,1.746
Ивановское,расходы,2006,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.075
Ивановское,расходы,2006,Национальная экономика,http://www.gks.ru,0.007
Ивановское,расходы,2006,Общегосударственные вопросы,http://www.gks.ru,9.361
Ивановское,расходы,2006,Охрана окружающей среды,http://www.gks.ru,0.04
Ивановское,расходы,2006,Расходы: итого,http://www.gks.ru,12.693
Ивановское,расходы,2006,Социальная политика,http://www.gks.ru,1.464
Ивановское,расходы,2006,Функционирование законодательных (представительных ) органов государственной власти и местного самоуправления,http://www.gks.ru,0.078
Ивановское,расходы,2006,"Функционирование Правительства Российской Федерации, высших органов исполнительной власти субъектов Российской Федерации,  местных администраций",http://www.gks.ru,8.185
Ивановское,расходы,2008,"Культура, кинематография",http://www.gks.ru,2.241
Ивановское,расходы,2008,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.315
Ивановское,расходы,2008,Образование,http://www.gks.ru,12.971
Ивановское,расходы,2008,Общегосударственные вопросы,http://www.gks.ru,30.139
Ивановское,расходы,2008,Расходы: итого,http://www.gks.ru,58.86
Ивановское,расходы,2008,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,6.723
Ивановское,расходы,2008,Физическая культура и спорт,http://www.gks.ru,30.16
Ивановское,расходы,2009,Бюджетные инвестиции на увеличение стоимости основных средств,http://www.gks.ru,2.429
Ивановское,расходы,2009,Из межбюджетных трансфертов субсидии бюджетам субъектов Российской Федерации и муниципальных образований (межбюджетные субсидии),http://www.gks.ru,1.283
Ивановское,расходы,2009,"Культура, кинематография",http://www.gks.ru,2.929
Ивановское,расходы,2009,Межбюджетные трансферты,http://www.gks.ru,1.283
Ивановское,расходы,2009,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.159
Ивановское,расходы,2009,Национальная экономика,http://www.gks.ru,0.28
Ивановское,расходы,2009,Образование,http://www.gks.ru,12.728
Ивановское,расходы,2009,Общегосударственные вопросы,http://www.gks.ru,30.65
Ивановское,расходы,2009,Расходы: итого,http://www.gks.ru,61.461
Ивановское,расходы,2009,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,30.65
Ивановское,расходы,2009,Физическая культура и спорт,http://www.gks.ru,27.89
Ивановское,расходы,2010,"Культура, кинематография",http://www.gks.ru,1.377
Ивановское,расходы,2010,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.113
Ивановское,расходы,2010,Национальная экономика,http://www.gks.ru,0.449
Ивановское,расходы,2010,Образование,http://www.gks.ru,17.966
Ивановское,расходы,2010,Общегосударственные вопросы,http://www.gks.ru,30.112
Ивановское,расходы,2010,Расходы: итого,http://www.gks.ru,66.383
Ивановское,расходы,2010,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,21.24
Ивановское,расходы,2010,Физическая культура и спорт,http://www.gks.ru,15.378
Ивановское,расходы,2011,Расходы: итого,http://www.gks.ru,68.797
Ивановское,расходы,2012,Расходы: итого,http://www.gks.ru,76.412
Ивановское,расходы,2013,Другие вопросы в области национальной экономики,http://www.gks.ru,0.986
Ивановское,расходы,2013,"Культура, кинематография",http://www.gks.ru,1.64
Ивановское,расходы,2013,Национальная экономика,http://www.gks.ru,0.986
Ивановское,расходы,2013,Образование,http://www.gks.ru,6.202
Ивановское,расходы,2013,Общегосударственные вопросы,http://www.gks.ru,25.556
Ивановское,расходы,2013,Расходы: итого,http://www.gks.ru,41.976
Ивановское,расходы,2013,Физическая культура и спорт,http://www.gks.ru,7.592
Ивановское,расходы,2014,"Культура, кинематография",http://www.gks.ru,3.873
Ивановское,расходы,2014,Общегосударственные вопросы,http://www.gks.ru,17.073
Ивановское,расходы,2014,Расходы: итого,http://www.gks.ru,20.946
Ивановское,расходы,2015,"Культура, кинематография",http://www.gks.ru,2.831
Ивановское,расходы,2015,Общегосударственные вопросы,http://www.gks.ru,16.326
Ивановское,расходы,2015,Расходы: итого,http://www.gks.ru,20.744
Ивановское,расходы,2016,"Культура, кинематография",http://www.gks.ru,3.443
Ивановское,расходы,2016,Общегосударственные вопросы,http://www.gks.ru,18.354
Ивановское,расходы,2016,Расходы: итого,http://www.gks.ru,23.658
Ивановское,расходы,2016,Социальная политика,http://www.gks.ru,0.922
Ивановское,расходы,2017,"Культура, кинематография",http://www.gks.ru,4.081
Ивановское,расходы,2017,Общегосударственные вопросы,http://www.gks.ru,22.348
Ивановское,расходы,2017,Расходы: итого,http://www.gks.ru,28.163
Ивановское,расходы,2017,Социальная политика,http://www.gks.ru,0.96
Измайлово,расходы,2006,"Культура, кинематография",http://www.gks.ru,1.443
Измайлово,расходы,2006,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.09
Измайлово,расходы,2006,Общегосударственные вопросы,http://www.gks.ru,6.651
Измайлово,расходы,2006,Расходы: итого,http://www.gks.ru,9.099
Измайлово,расходы,2006,Социальная политика,http://www.gks.ru,0.915
Измайлово,расходы,2006,Функционирование законодательных (представительных ) органов государственной власти и местного самоуправления,http://www.gks.ru,0.166
Измайлово,расходы,2006,"Функционирование Правительства Российской Федерации, высших органов исполнительной власти субъектов Российской Федерации,  местных администраций",http://www.gks.ru,6.485
Измайлово,расходы,2008,"Культура, кинематография",http://www.gks.ru,4.0724
Измайлово,расходы,2008,Образование,http://www.gks.ru,12.2586
Измайлово,расходы,2008,Общегосударственные вопросы,http://www.gks.ru,20.3247
Измайлово,расходы,2008,Расходы: итого,http://www.gks.ru,41.519
Измайлово,расходы,2008,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,13.6685
Измайлово,расходы,2008,Физическая культура и спорт,http://www.gks.ru,13.1996
Измайлово,расходы,2009,Из межбюджетных трансфертов дотации бюджетам субъектов Российской Федерации и муниципальных образований,http://www.gks.ru,1.5
Измайлово,расходы,2009,"Культура, кинематография",http://www.gks.ru,1.124
Измайлово,расходы,2009,Межбюджетные трансферты,http://www.gks.ru,1.5
Измайлово,расходы,2009,Национальная экономика,http://www.gks.ru,0.085
Измайлово,расходы,2009,Образование,http://www.gks.ru,12.722
Измайлово,расходы,2009,Общегосударственные вопросы,http://www.gks.ru,23.131
Измайлово,расходы,2009,Расходы: итого,http://www.gks.ru,47.365
Измайлово,расходы,2009,Физическая культура и спорт,http://www.gks.ru,8.802
Измайлово,расходы,2010,"Культура, кинематография",http://www.gks.ru,1.624
Измайлово,расходы,2010,Национальная экономика,http://www.gks.ru,0.534
Измайлово,расходы,2010,Образование,http://www.gks.ru,1.397
Измайлово,расходы,2010,Общегосударственные вопросы,http://www.gks.ru,24.889
Измайлово,расходы,2010,Расходы: итого,http://www.gks.ru,31.77
Измайлово,расходы,2010,Физическая культура и спорт,http://www.gks.ru,3.324
Измайлово,расходы,2011,Расходы: итого,http://www.gks.ru,55.196
Измайлово,расходы,2012,Расходы: итого,http://www.gks.ru,60.63
Измайлово,расходы,2013,Другие вопросы в области национальной экономики,http://www.gks.ru,1.556
Измайлово,расходы,2013,"Культура, кинематография",http://www.gks.ru,0.239
Измайлово,расходы,2013,Национальная экономика,http://www.gks.ru,1.556
Измайлово,расходы,2013,Образование,http://www.gks.ru,5.811
Измайлово,расходы,2013,Общегосударственные вопросы,http://www.gks.ru,21.058
Измайлово,расходы,2013,Расходы: итого,http://www.gks.ru,33.13
Измайлово,расходы,2013,Физическая культура и спорт,http://www.gks.ru,4.466
Измайлово,расходы,2014,Другие вопросы в области национальной экономики,http://www.gks.ru,1.246
Измайлово,расходы,2014,"Культура, кинематография",http://www.gks.ru,1
Измайлово,расходы,2014,Национальная экономика,http://www.gks.ru,1.246
Измайлово,расходы,2014,Общегосударственные вопросы,http://www.gks.ru,12.396
Измайлово,расходы,2014,Расходы: итого,http://www.gks.ru,14.642
Измайлово,расходы,2015,"Культура, кинематография",http://www.gks.ru,1.4
Измайлово,расходы,2015,Межбюджетные трансферты общего характера бюджетам бюджетной системы Российской Федерации,http://www.gks.ru,0.025
Измайлово,расходы,2015,Общегосударственные вопросы,http://www.gks.ru,12.349
Измайлово,расходы,2015,Расходы: итого,http://www.gks.ru,14.305
Измайлово,расходы,2015,Социальная политика,http://www.gks.ru,0.531
Измайлово,расходы,2016,Другие вопросы в области национальной экономики,http://www.gks.ru,1.165
Измайлово,расходы,2016,"Культура, кинематография",http://www.gks.ru,1.873
Измайлово,расходы,2016,Межбюджетные трансферты общего характера бюджетам бюджетной системы Российской Федерации,http://www.gks.ru,0.492
Измайлово,расходы,2016,Национальная экономика,http://www.gks.ru,1.165
Измайлово,расходы,2016,Общегосударственные вопросы,http://www.gks.ru,13.025
Измайлово,расходы,2016,Расходы: итого,http://www.gks.ru,16.555
Измайлово,расходы,2017,Другие вопросы в области национальной экономики,http://www.gks.ru,1.095
Измайлово,расходы,2017,"Культура, кинематография",http://www.gks.ru,2.112
Измайлово,расходы,2017,Межбюджетные трансферты общего характера бюджетам бюджетной системы Российской Федерации,http://www.gks.ru,0.529
Измайлово,расходы,2017,Национальная экономика,http://www.gks.ru,1.095
Измайлово,расходы,2017,Общегосударственные вопросы,http://www.gks.ru,16.038
Измайлово,расходы,2017,Расходы: итого,http://www.gks.ru,20.305
Измайлово,расходы,2017,Социальная политика,http://www.gks.ru,0.531
Капотня,расходы,2006,"Культура, кинематография",http://www.gks.ru,0.914
Капотня,расходы,2006,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.018
Капотня,расходы,2006,Общегосударственные вопросы,http://www.gks.ru,4.938
Капотня,расходы,2006,Расходы: итого,http://www.gks.ru,6.685
Капотня,расходы,2006,Социальная политика,http://www.gks.ru,0.815
Капотня,расходы,2006,Функционирование законодательных (представительных ) органов государственной власти и местного самоуправления,http://www.gks.ru,0.086
Капотня,расходы,2006,"Функционирование Правительства Российской Федерации, высших органов исполнительной власти субъектов Российской Федерации,  местных администраций",http://www.gks.ru,4.829
Капотня,расходы,2008,Бюджетные инвестиции на увеличение стоимости основных средств,http://www.gks.ru,0.762
Капотня,расходы,2008,"Культура, кинематография",http://www.gks.ru,2.0312
Капотня,расходы,2008,Образование,http://www.gks.ru,2.2417
Капотня,расходы,2008,Общегосударственные вопросы,http://www.gks.ru,12.4315
Капотня,расходы,2008,Расходы: итого,http://www.gks.ru,20.187900000000003
Капотня,расходы,2008,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,8.986
Капотня,расходы,2008,Физическая культура и спорт,http://www.gks.ru,7.0462
Капотня,расходы,2009,Бюджетные инвестиции на увеличение стоимости основных средств,http://www.gks.ru,0.25
Капотня,расходы,2009,"Культура, кинематография",http://www.gks.ru,2.078
Капотня,расходы,2009,Образование,http://www.gks.ru,3.201
Капотня,расходы,2009,Общегосударственные вопросы,http://www.gks.ru,14.135
Капотня,расходы,2009,Расходы: итого,http://www.gks.ru,25.483
Капотня,расходы,2009,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,10.75
Капотня,расходы,2009,Физическая культура и спорт,http://www.gks.ru,8.219
Капотня,расходы,2010,"Культура, кинематография",http://www.gks.ru,1.257
Капотня,расходы,2010,Образование,http://www.gks.ru,2.988
Капотня,расходы,2010,Общегосударственные вопросы,http://www.gks.ru,15.575
Капотня,расходы,2010,Расходы: итого,http://www.gks.ru,22.387
Капотня,расходы,2010,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,14.261
Капотня,расходы,2010,Физическая культура и спорт,http://www.gks.ru,2.567
Капотня,расходы,2011,Расходы: итого,http://www.gks.ru,22.507
Капотня,расходы,2012,Расходы: итого,http://www.gks.ru,26.834
Капотня,расходы,2013,"Культура, кинематография",http://www.gks.ru,0.557
Капотня,расходы,2013,Национальная экономика,http://www.gks.ru,0.038
Капотня,расходы,2013,Образование,http://www.gks.ru,2.769
Капотня,расходы,2013,Общегосударственные вопросы,http://www.gks.ru,19.606
Капотня,расходы,2013,Расходы: итого,http://www.gks.ru,26.545
Капотня,расходы,2013,Физическая культура и спорт,http://www.gks.ru,2.873
Капотня,расходы,2014,"Культура, кинематография",http://www.gks.ru,1.632
Капотня,расходы,2014,Общегосударственные вопросы,http://www.gks.ru,18.577
Капотня,расходы,2014,Расходы: итого,http://www.gks.ru,21.205
Капотня,расходы,2014,Физическая культура и спорт,http://www.gks.ru,0.519
Капотня,расходы,2015,"Культура, кинематография",http://www.gks.ru,1.241
Капотня,расходы,2015,Общегосударственные вопросы,http://www.gks.ru,12.884
Капотня,расходы,2015,Расходы: итого,http://www.gks.ru,15.352
Капотня,расходы,2015,Социальная политика,http://www.gks.ru,1.007
Капотня,расходы,2016,"Культура, кинематография",http://www.gks.ru,1.69
Капотня,расходы,2016,Общегосударственные вопросы,http://www.gks.ru,13.285
Капотня,расходы,2016,Расходы: итого,http://www.gks.ru,16.222
Капотня,расходы,2016,Социальная политика,http://www.gks.ru,0.983
Капотня,расходы,2017,"Культура, кинематография",http://www.gks.ru,1.645
Капотня,расходы,2017,Общегосударственные вопросы,http://www.gks.ru,14.441
Капотня,расходы,2017,Расходы: итого,http://www.gks.ru,17.336
Капотня,расходы,2017,Социальная политика,http://www.gks.ru,1.014
Коньково,расходы,2006,"Культура, кинематография",http://www.gks.ru,2.649
Коньково,расходы,2006,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.03
Коньково,расходы,2006,Образование,http://www.gks.ru,0.086
Коньково,расходы,2006,Общегосударственные вопросы,http://www.gks.ru,8.797
Коньково,расходы,2006,Расходы: итого,http://www.gks.ru,12.646
Коньково,расходы,2006,Социальная политика,http://www.gks.ru,0.946
Коньково,расходы,2006,Функционирование законодательных (представительных ) органов государственной власти и местного самоуправления,http://www.gks.ru,0.137
Коньково,расходы,2006,"Функционирование Правительства Российской Федерации, высших органов исполнительной власти субъектов Российской Федерации,  местных администраций",http://www.gks.ru,8.66
Коньково,расходы,2008,"Культура, кинематография",http://www.gks.ru,12.5852
Коньково,расходы,2008,Национальная экономика,http://www.gks.ru,0.1375
Коньково,расходы,2008,Образование,http://www.gks.ru,10.5606
Коньково,расходы,2008,Общегосударственные вопросы,http://www.gks.ru,31.2498
Коньково,расходы,2008,Расходы: итого,http://www.gks.ru,56.7225
Коньково,расходы,2008,Физическая культура и спорт,http://www.gks.ru,16.9636
Коньково,расходы,2009,Бюджетные инвестиции на увеличение стоимости основных средств,http://www.gks.ru,0.847
Коньково,расходы,2009,Из межбюджетных трансфертов субсидии бюджетам субъектов Российской Федерации и муниципальных образований (межбюджетные субсидии),http://www.gks.ru,3.5
Коньково,расходы,2009,"Культура, кинематография",http://www.gks.ru,7.223
Коньково,расходы,2009,Межбюджетные трансферты,http://www.gks.ru,3.5
Коньково,расходы,2009,Национальная экономика,http://www.gks.ru,0.075
Коньково,расходы,2009,Образование,http://www.gks.ru,25.799
Коньково,расходы,2009,Общегосударственные вопросы,http://www.gks.ru,28.794
Коньково,расходы,2009,Расходы: итого,http://www.gks.ru,57.44
Коньково,расходы,2009,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,20.817
Коньково,расходы,2009,Физическая культура и спорт,http://www.gks.ru,24.218
Коньково,расходы,2010,"Культура, кинематография",http://www.gks.ru,4.841
Коньково,расходы,2010,Национальная экономика,http://www.gks.ru,0.191
Коньково,расходы,2010,Образование,http://www.gks.ru,15.159
Коньково,расходы,2010,Общегосударственные вопросы,http://www.gks.ru,32.248
Коньково,расходы,2010,Расходы: итого,http://www.gks.ru,63.221
Коньково,расходы,2010,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,23.532
Коньково,расходы,2010,Физическая культура и спорт,http://www.gks.ru,10.779
Коньково,расходы,2011,Расходы: итого,http://www.gks.ru,64.899
Коньково,расходы,2012,Расходы: итого,http://www.gks.ru,76.829
Коньково,расходы,2013,"Культура, кинематография",http://www.gks.ru,3.052
Коньково,расходы,2013,Национальная экономика,http://www.gks.ru,0.099
Коньково,расходы,2013,Образование,http://www.gks.ru,13.395
Коньково,расходы,2013,Общегосударственные вопросы,http://www.gks.ru,40.899
Коньково,расходы,2013,Расходы: итого,http://www.gks.ru,75.353
Коньково,расходы,2013,Физическая культура и спорт,http://www.gks.ru,16.901
Коньково,расходы,2014,"Культура, кинематография",http://www.gks.ru,3.119
Коньково,расходы,2014,Общегосударственные вопросы,http://www.gks.ru,27.691
Коньково,расходы,2014,Расходы: итого,http://www.gks.ru,39.851
Коньково,расходы,2014,Физическая культура и спорт,http://www.gks.ru,3.912
Коньково,расходы,2015,"Культура, кинематография",http://www.gks.ru,3.148
Коньково,расходы,2015,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.07
Коньково,расходы,2015,Общегосударственные вопросы,http://www.gks.ru,14.228
Коньково,расходы,2015,Расходы: итого,http://www.gks.ru,22.007
Коньково,расходы,2015,Социальная политика,http://www.gks.ru,2.551
Коньково,расходы,2016,"Культура, кинематография",http://www.gks.ru,5.698
Коньково,расходы,2016,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.198
Коньково,расходы,2016,Образование,http://www.gks.ru,0.1
Коньково,расходы,2016,Общегосударственные вопросы,http://www.gks.ru,16.329
Коньково,расходы,2016,Расходы: итого,http://www.gks.ru,27.003
Коньково,расходы,2016,Социальная политика,http://www.gks.ru,3.171
Коньково,расходы,2017,"Культура, кинематография",http://www.gks.ru,2.5
Коньково,расходы,2017,Образование,http://www.gks.ru,0.1
Коньково,расходы,2017,Общегосударственные вопросы,http://www.gks.ru,21.692
Коньково,расходы,2017,Расходы: итого,http://www.gks.ru,28.818
Коньково,расходы,2017,Социальная политика,http://www.gks.ru,3.194
Коптево,расходы,2006,"Культура, кинематография",http://www.gks.ru,2.832
Коптево,расходы,2006,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.2
Коптево,расходы,2006,Национальная экономика,http://www.gks.ru,0.014
Коптево,расходы,2006,Общегосударственные вопросы,http://www.gks.ru,6.141
Коптево,расходы,2006,Расходы: итого,http://www.gks.ru,10.242
Коптево,расходы,2006,Социальная политика,http://www.gks.ru,1.053
Коптево,расходы,2006,Функционирование законодательных (представительных ) органов государственной власти и местного самоуправления,http://www.gks.ru,0.096
Коптево,расходы,2006,"Функционирование Правительства Российской Федерации, высших органов исполнительной власти субъектов Российской Федерации,  местных администраций",http://www.gks.ru,5.966
Коптево,расходы,2008,"Культура, кинематография",http://www.gks.ru,2.431
Коптево,расходы,2008,Образование,http://www.gks.ru,9.2755
Коптево,расходы,2008,Обслуживание государственного и муниципального долга,http://www.gks.ru,0.048
Коптево,расходы,2008,Общегосударственные вопросы,http://www.gks.ru,18.863
Коптево,расходы,2008,Расходы: итого,http://www.gks.ru,34.711800000000004
Коптево,расходы,2008,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,12.346
Коптево,расходы,2008,Физическая культура и спорт,http://www.gks.ru,8.188600000000001
Коптево,расходы,2009,Из межбюджетных трансфертов субсидии бюджетам субъектов Российской Федерации и муниципальных образований (межбюджетные субсидии),http://www.gks.ru,6
Коптево,расходы,2009,"Культура, кинематография",http://www.gks.ru,1.754
Коптево,расходы,2009,Межбюджетные трансферты,http://www.gks.ru,6
Коптево,расходы,2009,Национальная экономика,http://www.gks.ru,0.069
