municipality,type,year,category,source,value
Коптево,расходы,2009,Образование,http://www.gks.ru,8.799
Коптево,расходы,2009,Общегосударственные вопросы,http://www.gks.ru,21.522
Коптево,расходы,2009,Расходы: итого,http://www.gks.ru,42.081
Коптево,расходы,2009,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,15.259
Коптево,расходы,2009,Физическая культура и спорт,http://www.gks.ru,7.87
Коптево,расходы,2010,"Культура, кинематография",http://www.gks.ru,2.173
Коптево,расходы,2010,Национальная экономика,http://www.gks.ru,0.075
Коптево,расходы,2010,Образование,http://www.gks.ru,13.59
Коптево,расходы,2010,Общегосударственные вопросы,http://www.gks.ru,23.702
Коптево,расходы,2010,Расходы: итого,http://www.gks.ru,44.941
