category,municipality,year,value,source,type
Неналоговые доходы,Крылатское,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Крылатское,2018,1.1,http://budget.mos.ru,income
Доходы: итого,Крылатское,2018,8.4,http://budget.mos.ru,income
Общегосударственные вопросы,Крылатское,2018,7.1,http://budget.mos.ru,expenses
"Культура, кинематография",Крылатское,2018,0.1,http://budget.mos.ru,expenses
Социальная политика,Крылатское,2018,0.7,http://budget.mos.ru,expenses
Средства массовой информации,Крылатское,2018,0.1,http://budget.mos.ru,expenses
Расходы: итого,Крылатское,2018,8,http://budget.mos.ru,expenses
Налоговые доходы,Крюково,2018,8.9,http://budget.mos.ru,income
Неналоговые доходы,Крюково,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Крюково,2018,1.1,http://budget.mos.ru,income
Доходы: итого,Крюково,2018,10,http://budget.mos.ru,income
Общегосударственные вопросы,Крюково,2018,6.2,http://budget.mos.ru,expenses
"Культура, кинематография",Крюково,2018,0.5,http://budget.mos.ru,expenses
Социальная политика,Крюково,2018,0.4,http://budget.mos.ru,expenses
Средства массовой информации,Крюково,2018,0.7,http://budget.mos.ru,expenses
Расходы: итого,Крюково,2018,7.9,http://budget.mos.ru,expenses
Налоговые доходы,Кузьминки,2018,9.1,http://budget.mos.ru,income
Неналоговые доходы,Кузьминки,2018,0.3,http://budget.mos.ru,income
Безвозмездные поступления,Кузьминки,2018,1.7,http://budget.mos.ru,income
Доходы: итого,Кузьминки,2018,11.1,http://budget.mos.ru,income
Общегосударственные вопросы,Кузьминки,2018,8.3,http://budget.mos.ru,expenses
"Культура, кинематография",Кузьминки,2018,0.6,http://budget.mos.ru,expenses
Социальная политика,Кузьминки,2018,0.6,http://budget.mos.ru,expenses
Средства массовой информации,Кузьминки,2018,0.1,http://budget.mos.ru,expenses
Расходы: итого,Кузьминки,2018,9.6,http://budget.mos.ru,expenses
Налоговые доходы,Кунцево,2018,12.3,http://budget.mos.ru,income
Неналоговые доходы,Кунцево,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Кунцево,2018,1.2,http://budget.mos.ru,income
Доходы: итого,Кунцево,2018,13.5,http://budget.mos.ru,income
Общегосударственные вопросы,Кунцево,2018,3.8,http://budget.mos.ru,expenses
Социальная политика,Кунцево,2018,1.8,http://budget.mos.ru,expenses
Средства массовой информации,Кунцево,2018,0,http://budget.mos.ru,expenses
Расходы: итого,Кунцево,2018,5.5,http://budget.mos.ru,expenses
Налоговые доходы,Куркино,2018,6.3,http://budget.mos.ru,income
Неналоговые доходы,Куркино,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Куркино,2018,8.8,http://budget.mos.ru,income
Доходы: итого,Куркино,2018,15.1,http://budget.mos.ru,income
Общегосударственные вопросы,Куркино,2018,11.7,http://budget.mos.ru,expenses
"Культура, кинематография",Куркино,2018,3.1,http://budget.mos.ru,expenses
Социальная политика,Куркино,2018,1.7,http://budget.mos.ru,expenses
Физическая культура и спорт,Куркино,2018,1.5,http://budget.mos.ru,expenses
Средства массовой информации,Куркино,2018,0.1,http://budget.mos.ru,expenses
Расходы: итого,Куркино,2018,18.1,http://budget.mos.ru,expenses
Налоговые доходы,Левобережный,2018,7.1,http://budget.mos.ru,income
Неналоговые доходы,Левобережный,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Левобережный,2018,1.2,http://budget.mos.ru,income
Доходы: итого,Левобережный,2018,8.3,http://budget.mos.ru,income
Общегосударственные вопросы,Левобережный,2018,7.1,http://budget.mos.ru,expenses
"Культура, кинематография",Левобережный,2018,0.4,http://budget.mos.ru,expenses
Социальная политика,Левобережный,2018,0.5,http://budget.mos.ru,expenses
Средства массовой информации,Левобережный,2018,0.3,http://budget.mos.ru,expenses
Расходы: итого,Левобережный,2018,8.3,http://budget.mos.ru,expenses
Налоговые доходы,Лефортово,2018,6.5,http://budget.mos.ru,income
Неналоговые доходы,Лефортово,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Лефортово,2018,1.7,http://budget.mos.ru,income
Доходы: итого,Лефортово,2018,8.2,http://budget.mos.ru,income
Общегосударственные вопросы,Лефортово,2018,8.4,http://budget.mos.ru,expenses
"Культура, кинематография",Лефортово,2018,1.1,http://budget.mos.ru,expenses
Социальная политика,Лефортово,2018,0.8,http://budget.mos.ru,expenses
Средства массовой информации,Лефортово,2018,0.7,http://budget.mos.ru,expenses
Расходы: итого,Лефортово,2018,11,http://budget.mos.ru,expenses
Налоговые доходы,Лианозово,2018,6.7,http://budget.mos.ru,income
Неналоговые доходы,Лианозово,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Лианозово,2018,1.7,http://budget.mos.ru,income
Доходы: итого,Лианозово,2018,8.4,http://budget.mos.ru,income
Общегосударственные вопросы,Лианозово,2018,7.7,http://budget.mos.ru,expenses
